query_index,num_active_labels,num_relevant_gallery,AP_percent,first_hit_rank,hit@1,hit@5,hit@10,patch_name,label_names
35,3,8506,84.00090336799622,2,False,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_16_58,Arable land|Broad-leaved forest|Mixed forest
36,1,3907,41.144028306007385,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_16_59,Arable land
37,1,3907,39.04255032539368,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_16_63,Arable land
38,2,6493,71.50813937187195,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_17_19,"Land principally occupied by agriculture, with significant areas of natural vegetation|Transitional woodland/shrub"
39,2,4194,44.26625072956085,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_17_22,"Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation"
40,1,2888,28.254514932632446,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_17_24,"Land principally occupied by agriculture, with significant areas of natural vegetation"
41,4,9003,89.21844363212585,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_17_55,Arable land|Broad-leaved forest|Complex cultivation patterns|Transitional woodland/shrub
42,1,3907,38.8155996799469,2,False,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_17_58,Arable land
43,3,8146,85.75019836425781,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_17_65,Arable land|Complex cultivation patterns|Transitional woodland/shrub
44,3,7659,81.84314370155334,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_17_76,Broad-leaved forest|Mixed forest|Transitional woodland/shrub
45,2,6493,69.9772596359253,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_18_17,"Land principally occupied by agriculture, with significant areas of natural vegetation|Transitional woodland/shrub"
46,3,7286,79.27910685539246,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_18_26,Complex cultivation patterns|Mixed forest|Transitional woodland/shrub
47,5,9067,95.09339332580566,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_18_34,Arable land|Broad-leaved forest|Complex cultivation patterns|Transitional woodland/shrub|Urban fabric
48,2,7680,81.16886019706726,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_18_54,Arable land|Broad-leaved forest
49,2,5089,54.40135598182678,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_19_43,Arable land|Complex cultivation patterns
50,1,2268,23.90046864748001,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_20_41,Complex cultivation patterns
51,2,5089,51.56108736991882,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_20_42,Arable land|Complex cultivation patterns
52,3,6606,69.18495893478394,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_20_45,"Arable land|Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation"
53,3,6274,71.0312008857727,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_20_51,Arable land|Complex cultivation patterns|Mixed forest
54,4,9003,94.00061964988708,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_20_61,Arable land|Broad-leaved forest|Complex cultivation patterns|Transitional woodland/shrub
55,2,4357,41.33946895599365,3,False,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_21_22,"Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest"
56,2,6493,74.76168870925903,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_21_25,"Land principally occupied by agriculture, with significant areas of natural vegetation|Transitional woodland/shrub"
57,2,3335,36.50331199169159,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_22_47,"Land principally occupied by agriculture, with significant areas of natural vegetation|Urban fabric"
58,4,8152,78.22972536087036,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_22_66,"Broad-leaved forest|Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation|Transitional woodland/shrub"
59,4,9003,94.32603120803833,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_22_67,Arable land|Broad-leaved forest|Complex cultivation patterns|Transitional woodland/shrub
60,1,3907,39.16811645030975,2,False,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_22_74,Arable land
61,1,5176,55.5510938167572,6,False,False,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_23_17,Transitional woodland/shrub
62,3,6727,75.22417306900024,2,False,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_23_19,Complex cultivation patterns|Transitional woodland/shrub|Urban fabric
63,3,8075,88.17533254623413,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_23_76,Arable land|Broad-leaved forest|Complex cultivation patterns
64,1,5176,52.3362398147583,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_24_16,Transitional woodland/shrub
65,2,6487,74.21842813491821,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_24_20,Complex cultivation patterns|Transitional woodland/shrub
66,3,8506,87.26620078086853,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_24_73,Arable land|Broad-leaved forest|Mixed forest
67,2,6118,67.75990128517151,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_25_17,Mixed forest|Transitional woodland/shrub
68,2,5105,54.056406021118164,2,False,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_25_74,Arable land|Pastures
69,2,4357,41.34998023509979,2,False,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_26_14,"Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest"
70,1,5176,57.07775354385376,2,False,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_26_18,Transitional woodland/shrub
71,1,3907,39.458271861076355,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_26_74,Arable land
72,2,6493,68.02778244018555,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_27_22,"Land principally occupied by agriculture, with significant areas of natural vegetation|Transitional woodland/shrub"
73,5,8371,90.62823057174683,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_27_69,"Broad-leaved forest|Complex cultivation patterns|Coniferous forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest"
74,2,6118,70.9412932395935,3,False,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_27_73,Mixed forest|Transitional woodland/shrub
75,3,6274,60.148411989212036,3,False,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_28_71,Arable land|Complex cultivation patterns|Mixed forest
76,3,8075,84.57507491111755,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_28_75,Arable land|Broad-leaved forest|Complex cultivation patterns
77,2,6493,74.35322403907776,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_29_13,"Land principally occupied by agriculture, with significant areas of natural vegetation|Transitional woodland/shrub"
78,3,6827,73.14174175262451,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_29_14,"Land principally occupied by agriculture, with significant areas of natural vegetation|Transitional woodland/shrub|Urban fabric"
79,1,725,10.281845927238464,16,False,False,False,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_29_16,Urban fabric
80,3,4420,45.33188343048096,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_29_20,"Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation|Urban fabric"
81,2,6028,56.36255145072937,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_29_22,"Arable land|Land principally occupied by agriculture, with significant areas of natural vegetation"
82,5,9507,98.01723957061768,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_29_70,Arable land|Broad-leaved forest|Complex cultivation patterns|Pastures|Transitional woodland/shrub
83,2,7044,76.31070613861084,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_30_70,Broad-leaved forest|Transitional woodland/shrub
84,2,7680,83.44153761863708,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_30_74,Arable land|Broad-leaved forest
85,1,5176,62.78359889984131,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_31_15,Transitional woodland/shrub
86,2,4194,41.71920716762543,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_31_21,"Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation"
87,1,2888,28.837180137634277,5,False,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_32_14,"Land principally occupied by agriculture, with significant areas of natural vegetation"
88,3,4420,46.362435817718506,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_32_19,"Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation|Urban fabric"
89,2,4194,43.64369213581085,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_32_22,"Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation"
90,2,3335,32.31476843357086,2,False,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_33_21,"Land principally occupied by agriculture, with significant areas of natural vegetation|Urban fabric"
91,5,9172,94.8202133178711,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_33_71,"Arable land|Broad-leaved forest|Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest"
92,4,9239,95.27114033699036,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_34_69,Arable land|Broad-leaved forest|Mixed forest|Transitional woodland/shrub
93,5,7614,74.62967038154602,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_35_71,"Arable land|Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Urban fabric"
94,4,7891,82.26540684700012,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_36_14,"Complex cultivation patterns|Coniferous forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Transitional woodland/shrub"
95,3,4420,44.412362575531006,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_36_18,"Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation|Urban fabric"
96,2,5089,66.40869379043579,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_36_73,Arable land|Complex cultivation patterns
97,2,5277,48.587778210639954,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_37_76,Arable land|Mixed forest
98,3,6274,69.49494481086731,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_37_77,Arable land|Complex cultivation patterns|Mixed forest
99,2,4357,46.2590754032135,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_38_13,"Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest"
100,1,1907,24.25255924463272,5,False,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_38_14,Mixed forest
101,2,5277,47.74374067783356,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_38_69,Arable land|Mixed forest
102,4,5699,57.2618305683136,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_40_16,"Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Urban fabric"
103,5,9172,93.71437430381775,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_40_18,"Arable land|Broad-leaved forest|Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest"
104,1,3907,46.78391218185425,9,False,False,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_40_70,Arable land
105,5,9721,97.41251468658447,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_40_76,Arable land|Broad-leaved forest|Mixed forest|Pastures|Transitional woodland/shrub
106,5,9463,95.87680697441101,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_40_77,Arable land|Broad-leaved forest|Coniferous forest|Mixed forest|Transitional woodland/shrub
107,4,8971,92.09810495376587,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_41_19,"Arable land|Broad-leaved forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest"
108,4,9228,92.06279516220093,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_41_77,Arable land|Broad-leaved forest|Mixed forest|Pastures
109,2,6505,71.70571088790894,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_42_17,Broad-leaved forest|Complex cultivation patterns
110,4,9352,94.62572932243347,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_42_72,Arable land|Broad-leaved forest|Coniferous forest|Transitional woodland/shrub
111,3,8506,87.64204978942871,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_42_76,Arable land|Broad-leaved forest|Mixed forest
112,4,8175,81.52638077735901,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_43_15,Arable land|Broad-leaved forest|Complex cultivation patterns|Urban fabric
113,3,7707,84.9598228931427,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_43_71,Broad-leaved forest|Complex cultivation patterns|Coniferous forest
114,3,6181,62.28247284889221,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_44_14,"Arable land|Land principally occupied by agriculture, with significant areas of natural vegetation|Urban fabric"
115,4,8570,87.72749304771423,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_44_19,"Arable land|Land principally occupied by agriculture, with significant areas of natural vegetation|Transitional woodland/shrub|Urban fabric"
116,4,9239,92.05827116966248,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_45_13,Arable land|Broad-leaved forest|Mixed forest|Transitional woodland/shrub
117,4,7903,85.27107834815979,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_45_21,"Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Transitional woodland/shrub"
118,2,7044,88.06710243225098,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_45_73,Broad-leaved forest|Transitional woodland/shrub
119,4,9239,95.09545564651489,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_45_76,Arable land|Broad-leaved forest|Mixed forest|Transitional woodland/shrub
120,3,7659,90.06015658378601,2,False,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_45_77,Broad-leaved forest|Mixed forest|Transitional woodland/shrub
121,3,7746,90.85899591445923,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_47_14,Broad-leaved forest|Complex cultivation patterns|Transitional woodland/shrub
122,4,7949,91.1069393157959,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_47_74,Broad-leaved forest|Coniferous forest|Mixed forest|Transitional woodland/shrub
123,5,7816,88.11711072921753,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_48_73,"Broad-leaved forest|Coniferous forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Natural grassland and sparsely vegetated areas"
124,3,7659,88.51433992385864,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_49_15,Broad-leaved forest|Mixed forest|Transitional woodland/shrub
125,2,6493,75.35693645477295,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_49_20,"Land principally occupied by agriculture, with significant areas of natural vegetation|Transitional woodland/shrub"
126,2,6589,82.3046624660492,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_49_74,Broad-leaved forest|Mixed forest
127,3,8789,93.44726204872131,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_49_76,Arable land|Broad-leaved forest|Transitional woodland/shrub
128,3,7641,91.22435450553894,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_50_20,"Broad-leaved forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Transitional woodland/shrub"
129,3,7641,90.79694151878357,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_50_21,"Broad-leaved forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Transitional woodland/shrub"
130,4,7903,85.26772260665894,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_51_14,"Complex cultivation patterns|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest|Transitional woodland/shrub"
131,2,7044,87.43575811386108,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_51_20,Broad-leaved forest|Transitional woodland/shrub
132,2,6589,76.86901688575745,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_51_72,Broad-leaved forest|Mixed forest
133,4,8177,90.25506973266602,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_52_13,"Broad-leaved forest|Coniferous forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Transitional woodland/shrub"
134,4,7771,87.77715563774109,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_52_14,"Broad-leaved forest|Coniferous forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest"
135,3,7494,79.67296242713928,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_53_14,"Broad-leaved forest|Coniferous forest|Land principally occupied by agriculture, with significant areas of natural vegetation"
136,3,7737,88.7032151222229,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_53_15,Broad-leaved forest|Coniferous forest|Transitional woodland/shrub
137,3,7058,67.80149936676025,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_53_69,"Arable land|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest"
138,4,8971,92.93658137321472,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_54_69,"Arable land|Broad-leaved forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest"
139,3,7130,81.58560991287231,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_55_14,"Coniferous forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Transitional woodland/shrub"
140,4,8944,90.8488929271698,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_55_71,Arable land|Broad-leaved forest|Coniferous forest|Mixed forest
141,3,8299,86.2600028514862,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_55_76,Broad-leaved forest|Mixed forest|Pastures
142,2,7044,87.38372921943665,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_56_13,Broad-leaved forest|Transitional woodland/shrub
143,3,7641,90.6554102897644,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_56_14,"Broad-leaved forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Transitional woodland/shrub"
144,1,5176,67.9552674293518,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_56_17,Transitional woodland/shrub
145,1,5508,76.29483342170715,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_56_73,Broad-leaved forest
146,3,8299,84.57769751548767,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_56_74,Broad-leaved forest|Mixed forest|Pastures
147,3,8299,85.52364706993103,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_56_75,Broad-leaved forest|Mixed forest|Pastures
148,2,6493,80.27558326721191,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_57_15,"Land principally occupied by agriculture, with significant areas of natural vegetation|Transitional woodland/shrub"
149,3,7746,89.58566188812256,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_57_21,Broad-leaved forest|Complex cultivation patterns|Transitional woodland/shrub
150,2,7044,87.5387966632843,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_58_18,Broad-leaved forest|Transitional woodland/shrub
151,3,8789,93.00554990768433,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_58_72,Arable land|Broad-leaved forest|Transitional woodland/shrub
152,1,5508,75.01771450042725,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_58_76,Broad-leaved forest
153,5,9336,95.54479122161865,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_59_74,Arable land|Broad-leaved forest|Mixed forest|Transitional woodland/shrub|Urban fabric
154,3,7659,90.13177156448364,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_59_75,Broad-leaved forest|Mixed forest|Transitional woodland/shrub
155,3,7659,89.01757001876831,1,True,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_60_77,Broad-leaved forest|Mixed forest|Transitional woodland/shrub
156,3,4956,51.24768614768982,4,False,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_61_19,"Coniferous forest|Land principally occupied by agriculture, with significant areas of natural vegetation|Mixed forest"
157,1,5508,71.4972972869873,2,False,True,True,S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_61_77,Broad-leaved forest
