query_index,query_label,AP_percent,first_hit_rank,hit@1,hit@5,hit@10,path,label_name
80,1,61.59594655036926,1,True,True,True,data/EuroSAT_MS/Forest/Forest_2714.tif,Forest
81,3,25.21423101425171,3,False,True,True,data/EuroSAT_MS/Highway/Highway_1185.tif,Highway
82,7,49.50267672538757,1,True,True,True,data/EuroSAT_MS/Residential/Residential_2401.tif,Residential
83,5,28.509268164634705,3,False,True,True,data/EuroSAT_MS/Pasture/Pasture_854.tif,Pasture
84,5,52.40735411643982,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_1313.tif,Pasture
85,9,6.971821188926697,3,False,True,True,data/EuroSAT_MS/SeaLake/SeaLake_1290.tif,SeaLake
86,1,85.04591584205627,1,True,True,True,data/EuroSAT_MS/Forest/Forest_1230.tif,Forest
87,0,42.05518662929535,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_1358.tif,AnnualCrop
88,2,22.33198583126068,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2857.tif,HerbaceousVegetation
89,0,31.163156032562256,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_719.tif,AnnualCrop
90,9,94.663006067276,1,True,True,True,data/EuroSAT_MS/SeaLake/SeaLake_1913.tif,SeaLake
91,7,45.66047787666321,1,True,True,True,data/EuroSAT_MS/Residential/Residential_1351.tif,Residential
92,1,78.01411747932434,1,True,True,True,data/EuroSAT_MS/Forest/Forest_537.tif,Forest
93,7,28.735411167144775,1,True,True,True,data/EuroSAT_MS/Residential/Residential_1537.tif,Residential
94,7,45.485615730285645,1,True,True,True,data/EuroSAT_MS/Residential/Residential_548.tif,Residential
95,8,13.845911622047424,2,False,True,True,data/EuroSAT_MS/River/River_1622.tif,River
96,6,18.22712868452072,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_2245.tif,PermanentCrop
97,7,51.36289596557617,1,True,True,True,data/EuroSAT_MS/Residential/Residential_2207.tif,Residential
98,4,31.44424557685852,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_2285.tif,Industrial
99,7,8.949130773544312,9,False,False,True,data/EuroSAT_MS/Residential/Residential_643.tif,Residential
100,1,69.88943219184875,1,True,True,True,data/EuroSAT_MS/Forest/Forest_1417.tif,Forest
101,3,33.85794758796692,1,True,True,True,data/EuroSAT_MS/Highway/Highway_2373.tif,Highway
102,0,47.66571521759033,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_668.tif,AnnualCrop
103,1,44.2966103553772,1,True,True,True,data/EuroSAT_MS/Forest/Forest_623.tif,Forest
104,9,95.7986831665039,1,True,True,True,data/EuroSAT_MS/SeaLake/SeaLake_467.tif,SeaLake
105,4,53.145331144332886,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_110.tif,Industrial
106,5,54.6703577041626,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_1777.tif,Pasture
107,8,30.035778880119324,1,True,True,True,data/EuroSAT_MS/River/River_552.tif,River
108,2,32.78047740459442,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1106.tif,HerbaceousVegetation
109,0,51.4833927154541,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_2689.tif,AnnualCrop
110,5,33.98209512233734,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_1019.tif,Pasture
111,7,38.46561908721924,1,True,True,True,data/EuroSAT_MS/Residential/Residential_1981.tif,Residential
112,1,63.86200189590454,1,True,True,True,data/EuroSAT_MS/Forest/Forest_566.tif,Forest
113,7,15.74583649635315,1,True,True,True,data/EuroSAT_MS/Residential/Residential_664.tif,Residential
114,0,54.333317279815674,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_2747.tif,AnnualCrop
115,1,75.38951635360718,1,True,True,True,data/EuroSAT_MS/Forest/Forest_1772.tif,Forest
116,9,95.01656293869019,1,True,True,True,data/EuroSAT_MS/SeaLake/SeaLake_1853.tif,SeaLake
117,0,19.19957995414734,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_2424.tif,AnnualCrop
118,1,85.15336513519287,1,True,True,True,data/EuroSAT_MS/Forest/Forest_1636.tif,Forest
119,7,26.27549171447754,1,True,True,True,data/EuroSAT_MS/Residential/Residential_956.tif,Residential
120,2,41.320961713790894,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_334.tif,HerbaceousVegetation
121,4,53.112608194351196,2,False,True,True,data/EuroSAT_MS/Industrial/Industrial_239.tif,Industrial
122,6,29.96199131011963,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_49.tif,PermanentCrop
123,0,56.44376277923584,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_1822.tif,AnnualCrop
124,8,26.383545994758606,1,True,True,True,data/EuroSAT_MS/River/River_2428.tif,River
125,6,17.83560961484909,3,False,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_261.tif,PermanentCrop
126,0,29.64649796485901,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_1129.tif,AnnualCrop
127,8,59.72636938095093,1,True,True,True,data/EuroSAT_MS/River/River_1689.tif,River
128,7,47.72031605243683,1,True,True,True,data/EuroSAT_MS/Residential/Residential_2477.tif,Residential
129,3,34.44510996341705,1,True,True,True,data/EuroSAT_MS/Highway/Highway_1077.tif,Highway
130,8,51.412177085876465,1,True,True,True,data/EuroSAT_MS/River/River_1641.tif,River
131,5,40.01222550868988,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_815.tif,Pasture
132,8,46.66234254837036,1,True,True,True,data/EuroSAT_MS/River/River_230.tif,River
133,5,34.301769733428955,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_372.tif,Pasture
134,8,32.68526494503021,1,True,True,True,data/EuroSAT_MS/River/River_299.tif,River
135,4,32.24878907203674,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_1597.tif,Industrial
136,8,30.559659004211426,1,True,True,True,data/EuroSAT_MS/River/River_328.tif,River
137,1,65.31797051429749,1,True,True,True,data/EuroSAT_MS/Forest/Forest_842.tif,Forest
138,6,33.057838678359985,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_2400.tif,PermanentCrop
139,8,31.450548768043518,1,True,True,True,data/EuroSAT_MS/River/River_1049.tif,River
140,2,29.635396599769592,2,False,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1900.tif,HerbaceousVegetation
141,3,26.154199242591858,1,True,True,True,data/EuroSAT_MS/Highway/Highway_1700.tif,Highway
142,0,19.414284825325012,2,False,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_883.tif,AnnualCrop
143,6,20.40420174598694,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_1641.tif,PermanentCrop
144,7,52.839064598083496,1,True,True,True,data/EuroSAT_MS/Residential/Residential_431.tif,Residential
145,0,46.78950905799866,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_1635.tif,AnnualCrop
146,6,17.529116570949554,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_1201.tif,PermanentCrop
147,7,44.94470655918121,1,True,True,True,data/EuroSAT_MS/Residential/Residential_696.tif,Residential
148,2,41.17772877216339,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1944.tif,HerbaceousVegetation
149,4,51.31828188896179,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_1159.tif,Industrial
150,1,37.246859073638916,2,False,True,True,data/EuroSAT_MS/Forest/Forest_657.tif,Forest
151,6,36.154818534851074,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_2481.tif,PermanentCrop
152,4,33.93113613128662,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_2290.tif,Industrial
153,0,59.31141376495361,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_2643.tif,AnnualCrop
154,3,12.460961937904358,1,True,True,True,data/EuroSAT_MS/Highway/Highway_1596.tif,Highway
155,2,54.08894419670105,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2645.tif,HerbaceousVegetation
156,7,12.605522572994232,8,False,False,True,data/EuroSAT_MS/Residential/Residential_985.tif,Residential
157,5,45.164233446121216,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_106.tif,Pasture
158,8,52.428221702575684,1,True,True,True,data/EuroSAT_MS/River/River_2077.tif,River
159,6,38.73342573642731,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_984.tif,PermanentCrop
160,8,58.433836698532104,1,True,True,True,data/EuroSAT_MS/River/River_52.tif,River
161,3,15.049096941947937,1,True,True,True,data/EuroSAT_MS/Highway/Highway_1115.tif,Highway
162,2,29.47709560394287,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_51.tif,HerbaceousVegetation
163,4,16.06961339712143,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_1139.tif,Industrial
164,2,18.80570650100708,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_703.tif,HerbaceousVegetation
165,6,34.311217069625854,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_1114.tif,PermanentCrop
166,9,95.63307762145996,1,True,True,True,data/EuroSAT_MS/SeaLake/SeaLake_1892.tif,SeaLake
167,7,22.481150925159454,1,True,True,True,data/EuroSAT_MS/Residential/Residential_730.tif,Residential
168,6,38.89355659484863,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_919.tif,PermanentCrop
169,4,49.97076988220215,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_882.tif,Industrial
170,8,60.65939664840698,1,True,True,True,data/EuroSAT_MS/River/River_740.tif,River
171,7,33.979856967926025,1,True,True,True,data/EuroSAT_MS/Residential/Residential_719.tif,Residential
172,3,13.919280469417572,1,True,True,True,data/EuroSAT_MS/Highway/Highway_1064.tif,Highway
173,5,38.65476846694946,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_1241.tif,Pasture
174,4,48.63699972629547,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_1147.tif,Industrial
175,3,10.119134932756424,11,False,False,False,data/EuroSAT_MS/Highway/Highway_2037.tif,Highway
176,7,27.751779556274414,1,True,True,True,data/EuroSAT_MS/Residential/Residential_54.tif,Residential
177,5,37.70398199558258,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_530.tif,Pasture
178,0,58.530932664871216,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_2577.tif,AnnualCrop
179,9,39.59665298461914,1,True,True,True,data/EuroSAT_MS/SeaLake/SeaLake_638.tif,SeaLake
180,2,55.45649528503418,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_994.tif,HerbaceousVegetation
181,4,22.453485429286957,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_807.tif,Industrial
182,5,41.714099049568176,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_1927.tif,Pasture
183,2,58.14623832702637,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_373.tif,HerbaceousVegetation
184,4,54.06486988067627,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_1700.tif,Industrial
185,0,53.560447692871094,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_487.tif,AnnualCrop
186,0,41.20996594429016,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_815.tif,AnnualCrop
187,6,16.626034677028656,3,False,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_1151.tif,PermanentCrop
188,7,56.25234842300415,1,True,True,True,data/EuroSAT_MS/Residential/Residential_2374.tif,Residential
189,4,55.579495429992676,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_1993.tif,Industrial
190,5,30.253055691719055,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_1204.tif,Pasture
191,7,41.16024374961853,1,True,True,True,data/EuroSAT_MS/Residential/Residential_372.tif,Residential
192,8,11.05249971151352,4,False,True,True,data/EuroSAT_MS/River/River_295.tif,River
193,3,32.989898324012756,3,False,True,True,data/EuroSAT_MS/Highway/Highway_176.tif,Highway
194,0,32.23123252391815,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_181.tif,AnnualCrop
195,0,39.44675624370575,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_1890.tif,AnnualCrop
196,4,48.34022521972656,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_522.tif,Industrial
197,9,94.65035200119019,1,True,True,True,data/EuroSAT_MS/SeaLake/SeaLake_1116.tif,SeaLake
198,3,18.989993631839752,1,True,True,True,data/EuroSAT_MS/Highway/Highway_1070.tif,Highway
199,6,14.172133803367615,9,False,False,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_1247.tif,PermanentCrop
200,3,35.135895013809204,1,True,True,True,data/EuroSAT_MS/Highway/Highway_1823.tif,Highway
201,7,21.57789170742035,1,True,True,True,data/EuroSAT_MS/Residential/Residential_964.tif,Residential
202,7,54.915738105773926,1,True,True,True,data/EuroSAT_MS/Residential/Residential_893.tif,Residential
203,1,75.43866634368896,1,True,True,True,data/EuroSAT_MS/Forest/Forest_1204.tif,Forest
204,0,53.897738456726074,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_242.tif,AnnualCrop
205,8,24.132147431373596,1,True,True,True,data/EuroSAT_MS/River/River_2018.tif,River
206,2,61.1142635345459,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_649.tif,HerbaceousVegetation
207,6,30.083546042442322,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_1881.tif,PermanentCrop
208,4,17.69091784954071,2,False,True,True,data/EuroSAT_MS/Industrial/Industrial_1627.tif,Industrial
209,7,15.962107479572296,1,True,True,True,data/EuroSAT_MS/Residential/Residential_1661.tif,Residential
210,1,74.58744645118713,1,True,True,True,data/EuroSAT_MS/Forest/Forest_2322.tif,Forest
211,4,39.218756556510925,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_2171.tif,Industrial
212,1,51.65972709655762,1,True,True,True,data/EuroSAT_MS/Forest/Forest_2454.tif,Forest
213,7,23.37738573551178,1,True,True,True,data/EuroSAT_MS/Residential/Residential_2560.tif,Residential
214,3,13.859319686889648,2,False,True,True,data/EuroSAT_MS/Highway/Highway_269.tif,Highway
215,0,52.48743295669556,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_1371.tif,AnnualCrop
216,7,12.926943600177765,4,False,True,True,data/EuroSAT_MS/Residential/Residential_826.tif,Residential
217,8,25.686058402061462,4,False,True,True,data/EuroSAT_MS/River/River_1813.tif,River
218,1,79.63270545005798,1,True,True,True,data/EuroSAT_MS/Forest/Forest_709.tif,Forest
219,8,22.659000754356384,3,False,True,True,data/EuroSAT_MS/River/River_143.tif,River
220,5,55.66128492355347,2,False,True,True,data/EuroSAT_MS/Pasture/Pasture_738.tif,Pasture
221,5,28.51310670375824,2,False,True,True,data/EuroSAT_MS/Pasture/Pasture_1063.tif,Pasture
222,0,33.48727524280548,2,False,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_620.tif,AnnualCrop
223,5,51.30499005317688,2,False,True,True,data/EuroSAT_MS/Pasture/Pasture_1092.tif,Pasture
224,2,31.77863359451294,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2880.tif,HerbaceousVegetation
225,3,33.565953373909,1,True,True,True,data/EuroSAT_MS/Highway/Highway_566.tif,Highway
226,7,29.996362328529358,1,True,True,True,data/EuroSAT_MS/Residential/Residential_2940.tif,Residential
227,5,46.35485112667084,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_355.tif,Pasture
228,0,23.535948991775513,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_961.tif,AnnualCrop
229,0,50.75712203979492,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_2108.tif,AnnualCrop
230,5,26.56586766242981,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_1591.tif,Pasture
231,7,51.6690194606781,1,True,True,True,data/EuroSAT_MS/Residential/Residential_1127.tif,Residential
232,1,63.19831609725952,1,True,True,True,data/EuroSAT_MS/Forest/Forest_831.tif,Forest
233,3,35.52069962024689,1,True,True,True,data/EuroSAT_MS/Highway/Highway_1009.tif,Highway
234,3,23.446011543273926,1,True,True,True,data/EuroSAT_MS/Highway/Highway_1263.tif,Highway
235,6,18.372179567813873,2,False,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_643.tif,PermanentCrop
236,0,60.81961989402771,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_534.tif,AnnualCrop
237,2,22.414085268974304,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_277.tif,HerbaceousVegetation
238,7,20.6328347325325,1,True,True,True,data/EuroSAT_MS/Residential/Residential_2320.tif,Residential
239,7,41.16775691509247,1,True,True,True,data/EuroSAT_MS/Residential/Residential_1584.tif,Residential
240,4,24.819286167621613,2,False,True,True,data/EuroSAT_MS/Industrial/Industrial_1161.tif,Industrial
241,9,32.23153054714203,1,True,True,True,data/EuroSAT_MS/SeaLake/SeaLake_1091.tif,SeaLake
242,4,52.22432017326355,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_2411.tif,Industrial
243,0,49.438849091529846,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_1928.tif,AnnualCrop
244,5,33.29007625579834,3,False,True,True,data/EuroSAT_MS/Pasture/Pasture_121.tif,Pasture
245,6,21.55754417181015,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_2299.tif,PermanentCrop
246,2,44.80392932891846,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1897.tif,HerbaceousVegetation
247,8,37.40461766719818,1,True,True,True,data/EuroSAT_MS/River/River_684.tif,River
248,0,24.350295960903168,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_2163.tif,AnnualCrop
249,2,47.090083360672,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2872.tif,HerbaceousVegetation
250,9,15.168416500091553,1,True,True,True,data/EuroSAT_MS/SeaLake/SeaLake_1180.tif,SeaLake
251,6,23.309536278247833,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_142.tif,PermanentCrop
252,5,21.29354327917099,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_1794.tif,Pasture
253,1,30.158740282058716,1,True,True,True,data/EuroSAT_MS/Forest/Forest_1192.tif,Forest
