query_index,query_label,AP_percent,first_hit_rank,hit@1,hit@5,hit@10,path,label_name,dataset_index
48,8,63.99500370025635,1,True,True,True,data/EuroSAT_MS/River/River_1662.tif,River,22237
49,4,70.38758397102356,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_1060.tif,Industrial,11569
50,1,82.07805752754211,1,True,True,True,data/EuroSAT_MS/Forest/Forest_839.tif,Forest,5822
51,2,46.8471884727478,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2670.tif,HerbaceousVegetation,7857
52,2,32.59782791137695,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_729.tif,HerbaceousVegetation,8700
53,4,31.004303693771362,2,False,True,True,data/EuroSAT_MS/Industrial/Industrial_2383.tif,Industrial,13038
54,1,52.29688286781311,1,True,True,True,data/EuroSAT_MS/Forest/Forest_250.tif,Forest,4668
55,0,60.356056690216064,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_951.tif,AnnualCrop,2947
56,2,55.15660643577576,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2344.tif,HerbaceousVegetation,7495
57,5,31.29042685031891,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_1592.tif,Pasture,14659
58,5,37.5652015209198,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_634.tif,Pasture,15595
59,5,34.38934683799744,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_129.tif,Pasture,14323
60,2,38.23496401309967,4,False,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_820.tif,HerbaceousVegetation,8802
61,9,95.6699013710022,1,True,True,True,data/EuroSAT_MS/SeaLake/SeaLake_1461.tif,SeaLake,24514
62,4,82.93105959892273,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_2268.tif,Industrial,12910
63,5,6.776180863380432,32,False,False,False,data/EuroSAT_MS/Pasture/Pasture_755.tif,Pasture,15729
64,6,34.66535210609436,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_2204.tif,PermanentCrop,17340
65,6,18.717698752880096,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_487.tif,PermanentCrop,17931
66,8,45.965686440467834,1,True,True,True,data/EuroSAT_MS/River/River_1430.tif,River,21980
67,2,40.68824052810669,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1051.tif,HerbaceousVegetation,6059
68,7,26.59759819507599,1,True,True,True,data/EuroSAT_MS/Residential/Residential_791.tif,Residential,21269
69,1,72.37414121627808,1,True,True,True,data/EuroSAT_MS/Forest/Forest_2824.tif,Forest,5028
70,3,17.19605326652527,1,True,True,True,data/EuroSAT_MS/Highway/Highway_358.tif,Highway,10788
71,3,14.381690323352814,1,True,True,True,data/EuroSAT_MS/Highway/Highway_1707.tif,Highway,9787
72,3,18.090705573558807,1,True,True,True,data/EuroSAT_MS/Highway/Highway_428.tif,Highway,10866
73,1,60.26834845542908,1,True,True,True,data/EuroSAT_MS/Forest/Forest_1407.tif,Forest,3454
74,0,24.240925908088684,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_1936.tif,AnnualCrop,1041
75,8,48.20199012756348,1,True,True,True,data/EuroSAT_MS/River/River_457.tif,River,23398
76,4,38.978323340415955,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_325.tif,Industrial,13252
77,1,75.61701536178589,1,True,True,True,data/EuroSAT_MS/Forest/Forest_2742.tif,Forest,4937
78,2,47.459208965301514,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1869.tif,HerbaceousVegetation,6966
79,3,34.05816853046417,1,True,True,True,data/EuroSAT_MS/Highway/Highway_1437.tif,Highway,9487
80,1,47.19460606575012,1,True,True,True,data/EuroSAT_MS/Forest/Forest_2714.tif,Forest,4906
81,3,16.003219783306122,1,True,True,True,data/EuroSAT_MS/Highway/Highway_1185.tif,Highway,9207
82,7,55.90218901634216,1,True,True,True,data/EuroSAT_MS/Residential/Residential_2401.tif,Residential,20059
83,5,28.452134132385254,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_854.tif,Pasture,15839
84,5,42.208027839660645,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_1313.tif,Pasture,14350
85,9,36.642882227897644,1,True,True,True,data/EuroSAT_MS/SeaLake/SeaLake_1290.tif,SeaLake,24324
86,1,80.2203118801117,1,True,True,True,data/EuroSAT_MS/Forest/Forest_1230.tif,Forest,3258
87,0,33.42486619949341,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_1358.tif,AnnualCrop,399
88,2,35.655805468559265,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2857.tif,HerbaceousVegetation,8064
89,0,66.54768586158752,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_719.tif,AnnualCrop,2689
90,9,95.49679756164551,1,True,True,True,data/EuroSAT_MS/SeaLake/SeaLake_1913.tif,SeaLake,25016
91,7,51.454806327819824,1,True,True,True,data/EuroSAT_MS/Residential/Residential_1351.tif,Residential,18892
92,1,69.27204132080078,1,True,True,True,data/EuroSAT_MS/Forest/Forest_537.tif,Forest,5487
93,7,37.673261761665344,2,False,True,True,data/EuroSAT_MS/Residential/Residential_1537.tif,Residential,19098
94,7,52.61162519454956,1,True,True,True,data/EuroSAT_MS/Residential/Residential_548.tif,Residential,20999
95,8,13.137273490428925,10,False,False,True,data/EuroSAT_MS/River/River_1622.tif,River,22193
96,6,22.757801413536072,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_2245.tif,PermanentCrop,17385
97,7,47.587233781814575,1,True,True,True,data/EuroSAT_MS/Residential/Residential_2207.tif,Residential,19843
98,4,54.610031843185425,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_2285.tif,Industrial,12929
99,7,19.580845534801483,4,False,True,True,data/EuroSAT_MS/Residential/Residential_643.tif,Residential,21105
100,1,54.7079861164093,1,True,True,True,data/EuroSAT_MS/Forest/Forest_1417.tif,Forest,3465
101,3,20.52643746137619,2,False,True,True,data/EuroSAT_MS/Highway/Highway_2373.tif,Highway,10527
102,0,52.79068946838379,2,False,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_668.tif,AnnualCrop,2632
103,1,76.4735996723175,1,True,True,True,data/EuroSAT_MS/Forest/Forest_623.tif,Forest,5583
104,9,95.46202421188354,1,True,True,True,data/EuroSAT_MS/SeaLake/SeaLake_467.tif,SeaLake,26409
105,4,64.86600637435913,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_110.tif,Industrial,11613
106,5,22.9896143078804,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_1777.tif,Pasture,14864
107,8,40.95732569694519,1,True,True,True,data/EuroSAT_MS/River/River_552.tif,River,23504
108,2,56.1772346496582,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1106.tif,HerbaceousVegetation,6120
109,0,70.77894806861877,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_2689.tif,AnnualCrop,1877
110,5,13.6972114443779,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_1019.tif,Pasture,14023
111,7,25.261428952217102,1,True,True,True,data/EuroSAT_MS/Residential/Residential_1981.tif,Residential,19591
112,1,64.65286016464233,1,True,True,True,data/EuroSAT_MS/Forest/Forest_566.tif,Forest,5519
113,7,29.74541187286377,1,True,True,True,data/EuroSAT_MS/Residential/Residential_664.tif,Residential,21128
114,0,61.84346079826355,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_2747.tif,AnnualCrop,1942
115,1,70.49915194511414,1,True,True,True,data/EuroSAT_MS/Forest/Forest_1772.tif,Forest,3859
116,9,95.53373456001282,1,True,True,True,data/EuroSAT_MS/SeaLake/SeaLake_1853.tif,SeaLake,24949
117,0,33.09323191642761,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_2424.tif,AnnualCrop,1584
118,1,73.47295880317688,1,True,True,True,data/EuroSAT_MS/Forest/Forest_1636.tif,Forest,3708
119,7,28.65525782108307,2,False,True,True,data/EuroSAT_MS/Residential/Residential_956.tif,Residential,21452
120,2,54.818981885910034,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_334.tif,HerbaceousVegetation,8262
121,4,78.77249717712402,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_239.tif,Industrial,13045
122,6,21.672281622886658,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_49.tif,PermanentCrop,17934
123,0,27.457550168037415,4,False,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_1822.tif,AnnualCrop,915
124,8,44.186195731163025,1,True,True,True,data/EuroSAT_MS/River/River_2428.tif,River,23088
125,6,31.21478259563446,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_261.tif,PermanentCrop,17681
126,0,46.930909156799316,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_1129.tif,AnnualCrop,145
127,8,66.35627150535583,1,True,True,True,data/EuroSAT_MS/River/River_1689.tif,River,22266
128,7,50.104886293411255,1,True,True,True,data/EuroSAT_MS/Residential/Residential_2477.tif,Residential,20142
129,3,34.14510786533356,1,True,True,True,data/EuroSAT_MS/Highway/Highway_1077.tif,Highway,9087
130,8,53.077346086502075,1,True,True,True,data/EuroSAT_MS/River/River_1641.tif,River,22214
131,5,38.51141333580017,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_815.tif,Pasture,15796
132,8,72.59095311164856,1,True,True,True,data/EuroSAT_MS/River/River_230.tif,River,22946
133,5,16.746056079864502,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_372.tif,Pasture,15304
134,8,47.03200161457062,1,True,True,True,data/EuroSAT_MS/River/River_299.tif,River,23222
135,4,66.23983383178711,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_1597.tif,Industrial,12164
136,8,48.88896644115448,1,True,True,True,data/EuroSAT_MS/River/River_328.tif,River,23255
137,1,41.864168643951416,1,True,True,True,data/EuroSAT_MS/Forest/Forest_842.tif,Forest,5826
138,6,30.35767674446106,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_2400.tif,PermanentCrop,17558
139,8,23.351331055164337,1,True,True,True,data/EuroSAT_MS/River/River_1049.tif,River,21556
140,2,29.291650652885437,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1900.tif,HerbaceousVegetation,7002
141,3,19.43165957927704,2,False,True,True,data/EuroSAT_MS/Highway/Highway_1700.tif,Highway,9780
142,0,21.905046701431274,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_883.tif,AnnualCrop,2871
143,6,16.724395751953125,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_1641.tif,PermanentCrop,16714
144,7,74.58755373954773,1,True,True,True,data/EuroSAT_MS/Residential/Residential_431.tif,Residential,20870
145,0,48.56715500354767,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_1635.tif,AnnualCrop,707
146,6,21.03883922100067,4,False,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_1201.tif,PermanentCrop,16226
147,7,46.919554471969604,1,True,True,True,data/EuroSAT_MS/Residential/Residential_696.tif,Residential,21163
148,2,42.92721152305603,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1944.tif,HerbaceousVegetation,7050
149,4,74.59773421287537,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_1159.tif,Industrial,11678
150,1,31.106120347976685,4,False,True,True,data/EuroSAT_MS/Forest/Forest_657.tif,Forest,5620
151,6,20.996135473251343,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_2481.tif,PermanentCrop,17647
152,4,57.59822726249695,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_2290.tif,Industrial,12935
153,0,48.0403333902359,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_2643.tif,AnnualCrop,1827
154,3,11.198204755783081,11,False,False,False,data/EuroSAT_MS/Highway/Highway_1596.tif,Highway,9663
155,2,56.024086475372314,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2645.tif,HerbaceousVegetation,7829
156,7,19.803494215011597,2,False,True,True,data/EuroSAT_MS/Residential/Residential_985.tif,Residential,21484
157,5,47.74172902107239,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_106.tif,Pasture,14068
158,8,50.48741698265076,1,True,True,True,data/EuroSAT_MS/River/River_2077.tif,River,22698
159,6,17.107610404491425,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_984.tif,PermanentCrop,18483
160,8,43.88804733753204,1,True,True,True,data/EuroSAT_MS/River/River_52.tif,River,23468
161,3,37.56365776062012,2,False,True,True,data/EuroSAT_MS/Highway/Highway_1115.tif,Highway,9130
162,2,52.7173638343811,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_51.tif,HerbaceousVegetation,8457
163,4,44.78037357330322,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_1139.tif,Industrial,11656
164,2,40.93979895114899,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_703.tif,HerbaceousVegetation,8672
165,6,32.118332386016846,2,False,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_1114.tif,PermanentCrop,16129
166,9,95.47834992408752,1,True,True,True,data/EuroSAT_MS/SeaLake/SeaLake_1892.tif,SeaLake,24992
167,7,47.455933690071106,1,True,True,True,data/EuroSAT_MS/Residential/Residential_730.tif,Residential,21202
168,6,15.362879633903503,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_919.tif,PermanentCrop,18411
169,4,67.7324116230011,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_882.tif,Industrial,13870
170,8,60.268592834472656,1,True,True,True,data/EuroSAT_MS/River/River_740.tif,River,23713
171,7,65.26174545288086,1,True,True,True,data/EuroSAT_MS/Residential/Residential_719.tif,Residential,21189
172,3,13.082645833492279,1,True,True,True,data/EuroSAT_MS/Highway/Highway_1064.tif,Highway,9073
173,5,26.488009095191956,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_1241.tif,Pasture,14270
174,4,74.01444911956787,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_1147.tif,Industrial,11665
175,3,7.937947660684586,6,False,False,True,data/EuroSAT_MS/Highway/Highway_2037.tif,Highway,10154
176,7,33.46336781978607,1,True,True,True,data/EuroSAT_MS/Residential/Residential_54.tif,Residential,20990
177,5,20.384246110916138,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_530.tif,Pasture,15480
178,0,67.95297265052795,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_2577.tif,AnnualCrop,1753
179,9,11.491388827562332,2,False,True,True,data/EuroSAT_MS/SeaLake/SeaLake_638.tif,SeaLake,26599
180,2,27.594128251075745,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_994.tif,HerbaceousVegetation,8994
181,4,39.13825750350952,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_807.tif,Industrial,13787
182,5,49.82791841030121,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_1927.tif,Pasture,15031
183,2,63.27601671218872,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_373.tif,HerbaceousVegetation,8305
184,4,50.2098023891449,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_1700.tif,Industrial,12280
185,0,68.09759736061096,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_487.tif,AnnualCrop,2431
186,0,54.37423586845398,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_815.tif,AnnualCrop,2796
187,6,42.457425594329834,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_1151.tif,PermanentCrop,16170
188,7,60.55154800415039,1,True,True,True,data/EuroSAT_MS/Residential/Residential_2374.tif,Residential,20028
189,4,63.98336887359619,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_1993.tif,Industrial,12604
190,5,11.12770140171051,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_1204.tif,Pasture,14229
191,7,56.32401704788208,1,True,True,True,data/EuroSAT_MS/Residential/Residential_372.tif,Residential,20804
192,8,19.68149244785309,1,True,True,True,data/EuroSAT_MS/River/River_295.tif,River,23218
193,3,27.32442021369934,1,True,True,True,data/EuroSAT_MS/Highway/Highway_176.tif,Highway,9845
194,0,49.68087375164032,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_181.tif,AnnualCrop,901
195,0,34.51652228832245,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_1890.tif,AnnualCrop,990
196,4,72.02290892601013,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_522.tif,Industrial,13471
197,9,95.45112252235413,1,True,True,True,data/EuroSAT_MS/SeaLake/SeaLake_1116.tif,SeaLake,24131
198,3,15.378990769386292,1,True,True,True,data/EuroSAT_MS/Highway/Highway_1070.tif,Highway,9080
199,6,40.117114782333374,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_1247.tif,PermanentCrop,16276
200,3,33.21419656276703,1,True,True,True,data/EuroSAT_MS/Highway/Highway_1823.tif,Highway,9916
201,7,51.80521011352539,1,True,True,True,data/EuroSAT_MS/Residential/Residential_964.tif,Residential,21461
202,7,51.68483853340149,1,True,True,True,data/EuroSAT_MS/Residential/Residential_893.tif,Residential,21382
203,1,46.57091200351715,1,True,True,True,data/EuroSAT_MS/Forest/Forest_1204.tif,Forest,3229
204,0,49.308598041534424,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_242.tif,AnnualCrop,1579
205,8,30.767998099327087,1,True,True,True,data/EuroSAT_MS/River/River_2018.tif,River,22633
206,2,54.8934280872345,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_649.tif,HerbaceousVegetation,8611
207,6,19.83054131269455,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_1881.tif,PermanentCrop,16980
208,4,49.96506869792938,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_1627.tif,Industrial,12198
209,7,35.85921823978424,2,False,True,True,data/EuroSAT_MS/Residential/Residential_1661.tif,Residential,19236
210,1,44.036269187927246,1,True,True,True,data/EuroSAT_MS/Forest/Forest_2322.tif,Forest,4471
211,4,38.93091082572937,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_2171.tif,Industrial,12803
212,1,41.570845246315,1,True,True,True,data/EuroSAT_MS/Forest/Forest_2454.tif,Forest,4617
213,7,37.96089589595795,1,True,True,True,data/EuroSAT_MS/Residential/Residential_2560.tif,Residential,20235
214,3,12.599876523017883,2,False,True,True,data/EuroSAT_MS/Highway/Highway_269.tif,Highway,10689
215,0,64.76902961730957,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_1371.tif,AnnualCrop,414
216,7,29.951685667037964,1,True,True,True,data/EuroSAT_MS/Residential/Residential_826.tif,Residential,21308
217,8,22.79071807861328,1,True,True,True,data/EuroSAT_MS/River/River_1813.tif,River,22405
218,1,78.16096544265747,1,True,True,True,data/EuroSAT_MS/Forest/Forest_709.tif,Forest,5678
219,8,16.958226263523102,11,False,False,False,data/EuroSAT_MS/River/River_143.tif,River,21979
220,5,36.15676462650299,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_738.tif,Pasture,15710
221,5,11.222530156373978,2,False,True,True,data/EuroSAT_MS/Pasture/Pasture_1063.tif,Pasture,14072
222,0,40.72423875331879,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_620.tif,AnnualCrop,2580
223,5,24.519866704940796,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_1092.tif,Pasture,14104
224,2,39.977577328681946,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2880.tif,HerbaceousVegetation,8090
225,3,40.26283621788025,1,True,True,True,data/EuroSAT_MS/Highway/Highway_566.tif,Highway,11019
226,7,25.39478838443756,1,True,True,True,data/EuroSAT_MS/Residential/Residential_2940.tif,Residential,20657
227,5,43.24132800102234,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_355.tif,Pasture,15285
228,0,27.99813151359558,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_961.tif,AnnualCrop,2958
229,0,66.64915680885315,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_2108.tif,AnnualCrop,1233
230,5,14.665654301643372,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_1591.tif,Pasture,14658
231,7,41.15864634513855,1,True,True,True,data/EuroSAT_MS/Residential/Residential_1127.tif,Residential,18643
232,1,75.99331736564636,1,True,True,True,data/EuroSAT_MS/Forest/Forest_831.tif,Forest,5814
233,3,26.676875352859497,1,True,True,True,data/EuroSAT_MS/Highway/Highway_1009.tif,Highway,9012
234,3,13.332352042198181,5,False,True,True,data/EuroSAT_MS/Highway/Highway_1263.tif,Highway,9294
235,6,17.68386960029602,2,False,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_643.tif,PermanentCrop,18105
236,0,60.04128456115723,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_534.tif,AnnualCrop,2484
237,2,33.35480988025665,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_277.tif,HerbaceousVegetation,7967
238,7,60.91545820236206,1,True,True,True,data/EuroSAT_MS/Residential/Residential_2320.tif,Residential,19969
239,7,56.31570816040039,1,True,True,True,data/EuroSAT_MS/Residential/Residential_1584.tif,Residential,19150
240,4,55.709004402160645,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_1161.tif,Industrial,11681
241,9,29.002341628074646,1,True,True,True,data/EuroSAT_MS/SeaLake/SeaLake_1091.tif,SeaLake,24103
