query_index,query_label,AP_percent,first_hit_rank,hit@1,hit@5,hit@10,path,label_name
36,4,15.665332973003387,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_1641.tif,Industrial
37,7,27.798601984977722,1,True,True,True,data/EuroSAT_MS/Residential/Residential_100.tif,Residential
38,0,50.71874260902405,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_257.tif,AnnualCrop
39,6,35.20868718624115,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_2288.tif,PermanentCrop
40,7,33.873939514160156,1,True,True,True,data/EuroSAT_MS/Residential/Residential_1872.tif,Residential
41,8,50.36992430686951,1,True,True,True,data/EuroSAT_MS/River/River_995.tif,River
42,3,29.73625659942627,1,True,True,True,data/EuroSAT_MS/Highway/Highway_1220.tif,Highway
43,8,41.96959137916565,1,True,True,True,data/EuroSAT_MS/River/River_482.tif,River
44,6,31.507864594459534,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_1829.tif,PermanentCrop
45,9,88.738614320755,1,True,True,True,data/EuroSAT_MS/SeaLake/SeaLake_1082.tif,SeaLake
46,5,25.868302583694458,2,False,True,True,data/EuroSAT_MS/Pasture/Pasture_395.tif,Pasture
47,2,31.688135862350464,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1009.tif,HerbaceousVegetation
48,8,62.18939423561096,1,True,True,True,data/EuroSAT_MS/River/River_1662.tif,River
49,4,20.305544137954712,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_1060.tif,Industrial
50,1,87.53584623336792,1,True,True,True,data/EuroSAT_MS/Forest/Forest_839.tif,Forest
51,2,61.250466108322144,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2670.tif,HerbaceousVegetation
52,2,28.70425581932068,2,False,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_729.tif,HerbaceousVegetation
53,4,29.11617159843445,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_2383.tif,Industrial
54,1,91.19896292686462,1,True,True,True,data/EuroSAT_MS/Forest/Forest_250.tif,Forest
55,0,57.61761665344238,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_951.tif,AnnualCrop
56,2,52.86485552787781,2,False,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2344.tif,HerbaceousVegetation
57,5,45.93681991100311,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_1592.tif,Pasture
58,5,38.274216651916504,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_634.tif,Pasture
59,5,62.434667348861694,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_129.tif,Pasture
60,2,38.855066895484924,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_820.tif,HerbaceousVegetation
61,9,78.56739163398743,1,True,True,True,data/EuroSAT_MS/SeaLake/SeaLake_1461.tif,SeaLake
62,4,55.33486008644104,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_2268.tif,Industrial
63,5,29.58618402481079,3,False,True,True,data/EuroSAT_MS/Pasture/Pasture_755.tif,Pasture
64,6,21.527673304080963,5,False,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_2204.tif,PermanentCrop
65,6,40.40793478488922,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_487.tif,PermanentCrop
66,8,62.150830030441284,1,True,True,True,data/EuroSAT_MS/River/River_1430.tif,River
67,2,58.739274740219116,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1051.tif,HerbaceousVegetation
68,7,73.02989959716797,1,True,True,True,data/EuroSAT_MS/Residential/Residential_791.tif,Residential
69,1,88.92426490783691,1,True,True,True,data/EuroSAT_MS/Forest/Forest_2824.tif,Forest
70,3,36.93492412567139,1,True,True,True,data/EuroSAT_MS/Highway/Highway_358.tif,Highway
71,3,43.12846064567566,1,True,True,True,data/EuroSAT_MS/Highway/Highway_1707.tif,Highway
72,3,23.269672691822052,2,False,True,True,data/EuroSAT_MS/Highway/Highway_428.tif,Highway
73,1,78.69710326194763,1,True,True,True,data/EuroSAT_MS/Forest/Forest_1407.tif,Forest
74,0,33.65665078163147,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_1936.tif,AnnualCrop
75,8,53.95623445510864,1,True,True,True,data/EuroSAT_MS/River/River_457.tif,River
76,4,46.450603008270264,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_325.tif,Industrial
77,1,89.99885320663452,1,True,True,True,data/EuroSAT_MS/Forest/Forest_2742.tif,Forest
78,2,51.97281837463379,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1869.tif,HerbaceousVegetation
79,3,19.303306937217712,2,False,True,True,data/EuroSAT_MS/Highway/Highway_1437.tif,Highway
80,1,85.4690432548523,1,True,True,True,data/EuroSAT_MS/Forest/Forest_2714.tif,Forest
81,3,13.876649737358093,2,False,True,True,data/EuroSAT_MS/Highway/Highway_1185.tif,Highway
82,7,68.25225353240967,1,True,True,True,data/EuroSAT_MS/Residential/Residential_2401.tif,Residential
83,5,29.53355312347412,2,False,True,True,data/EuroSAT_MS/Pasture/Pasture_854.tif,Pasture
84,5,47.06220328807831,2,False,True,True,data/EuroSAT_MS/Pasture/Pasture_1313.tif,Pasture
85,9,25.67824125289917,1,True,True,True,data/EuroSAT_MS/SeaLake/SeaLake_1290.tif,SeaLake
86,1,92.66451001167297,1,True,True,True,data/EuroSAT_MS/Forest/Forest_1230.tif,Forest
87,0,53.598952293395996,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_1358.tif,AnnualCrop
88,2,36.85289919376373,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2857.tif,HerbaceousVegetation
89,0,34.268006682395935,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_719.tif,AnnualCrop
90,9,85.6342077255249,1,True,True,True,data/EuroSAT_MS/SeaLake/SeaLake_1913.tif,SeaLake
91,7,46.86337411403656,1,True,True,True,data/EuroSAT_MS/Residential/Residential_1351.tif,Residential
92,1,92.55177974700928,1,True,True,True,data/EuroSAT_MS/Forest/Forest_537.tif,Forest
93,7,66.03893041610718,1,True,True,True,data/EuroSAT_MS/Residential/Residential_1537.tif,Residential
94,7,62.95801401138306,1,True,True,True,data/EuroSAT_MS/Residential/Residential_548.tif,Residential
95,8,25.11955201625824,1,True,True,True,data/EuroSAT_MS/River/River_1622.tif,River
96,6,23.614361882209778,2,False,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_2245.tif,PermanentCrop
97,7,55.86552619934082,1,True,True,True,data/EuroSAT_MS/Residential/Residential_2207.tif,Residential
98,4,37.83477544784546,4,False,True,True,data/EuroSAT_MS/Industrial/Industrial_2285.tif,Industrial
99,7,13.016608357429504,7,False,False,True,data/EuroSAT_MS/Residential/Residential_643.tif,Residential
100,1,59.0207576751709,1,True,True,True,data/EuroSAT_MS/Forest/Forest_1417.tif,Forest
101,3,20.081917941570282,1,True,True,True,data/EuroSAT_MS/Highway/Highway_2373.tif,Highway
102,0,38.54464590549469,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_668.tif,AnnualCrop
103,1,75.56917071342468,1,True,True,True,data/EuroSAT_MS/Forest/Forest_623.tif,Forest
104,9,90.66870212554932,1,True,True,True,data/EuroSAT_MS/SeaLake/SeaLake_467.tif,SeaLake
105,4,10.520129650831223,7,False,False,True,data/EuroSAT_MS/Industrial/Industrial_110.tif,Industrial
106,5,48.8595187664032,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_1777.tif,Pasture
107,8,49.492114782333374,1,True,True,True,data/EuroSAT_MS/River/River_552.tif,River
108,2,42.83668100833893,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1106.tif,HerbaceousVegetation
109,0,56.024521589279175,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_2689.tif,AnnualCrop
110,5,41.786617040634155,2,False,True,True,data/EuroSAT_MS/Pasture/Pasture_1019.tif,Pasture
111,7,53.989773988723755,1,True,True,True,data/EuroSAT_MS/Residential/Residential_1981.tif,Residential
112,1,89.24791216850281,1,True,True,True,data/EuroSAT_MS/Forest/Forest_566.tif,Forest
113,7,40.50482213497162,2,False,True,True,data/EuroSAT_MS/Residential/Residential_664.tif,Residential
114,0,61.612892150878906,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_2747.tif,AnnualCrop
115,1,84.90987420082092,1,True,True,True,data/EuroSAT_MS/Forest/Forest_1772.tif,Forest
116,9,92.17894673347473,1,True,True,True,data/EuroSAT_MS/SeaLake/SeaLake_1853.tif,SeaLake
117,0,33.021679520606995,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_2424.tif,AnnualCrop
118,1,91.16600751876831,1,True,True,True,data/EuroSAT_MS/Forest/Forest_1636.tif,Forest
119,7,49.99488890171051,3,False,True,True,data/EuroSAT_MS/Residential/Residential_956.tif,Residential
120,2,49.70120191574097,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_334.tif,HerbaceousVegetation
121,4,57.61992931365967,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_239.tif,Industrial
122,6,36.10009253025055,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_49.tif,PermanentCrop
123,0,55.00895977020264,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_1822.tif,AnnualCrop
124,8,30.171191692352295,1,True,True,True,data/EuroSAT_MS/River/River_2428.tif,River
125,6,29.356572031974792,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_261.tif,PermanentCrop
126,0,46.634358167648315,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_1129.tif,AnnualCrop
127,8,48.16896915435791,1,True,True,True,data/EuroSAT_MS/River/River_1689.tif,River
128,7,75.19151568412781,1,True,True,True,data/EuroSAT_MS/Residential/Residential_2477.tif,Residential
129,3,24.741004407405853,1,True,True,True,data/EuroSAT_MS/Highway/Highway_1077.tif,Highway
130,8,56.779855489730835,1,True,True,True,data/EuroSAT_MS/River/River_1641.tif,River
131,5,62.86426782608032,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_815.tif,Pasture
132,8,60.90811491012573,1,True,True,True,data/EuroSAT_MS/River/River_230.tif,River
133,5,7.444045692682266,34,False,False,False,data/EuroSAT_MS/Pasture/Pasture_372.tif,Pasture
134,8,50.58687925338745,1,True,True,True,data/EuroSAT_MS/River/River_299.tif,River
135,4,60.66962480545044,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_1597.tif,Industrial
136,8,31.680861115455627,1,True,True,True,data/EuroSAT_MS/River/River_328.tif,River
137,1,52.11923122406006,1,True,True,True,data/EuroSAT_MS/Forest/Forest_842.tif,Forest
138,6,35.32079756259918,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_2400.tif,PermanentCrop
139,8,40.28913974761963,1,True,True,True,data/EuroSAT_MS/River/River_1049.tif,River
140,2,41.804635524749756,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1900.tif,HerbaceousVegetation
141,3,27.02280580997467,1,True,True,True,data/EuroSAT_MS/Highway/Highway_1700.tif,Highway
142,0,13.552378118038177,6,False,False,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_883.tif,AnnualCrop
143,6,19.841429591178894,6,False,False,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_1641.tif,PermanentCrop
144,7,56.35414719581604,1,True,True,True,data/EuroSAT_MS/Residential/Residential_431.tif,Residential
145,0,23.69292676448822,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_1635.tif,AnnualCrop
146,6,34.45760905742645,2,False,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_1201.tif,PermanentCrop
147,7,69.3716049194336,1,True,True,True,data/EuroSAT_MS/Residential/Residential_696.tif,Residential
148,2,40.00999629497528,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1944.tif,HerbaceousVegetation
149,4,20.425404608249664,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_1159.tif,Industrial
150,1,36.901482939720154,1,True,True,True,data/EuroSAT_MS/Forest/Forest_657.tif,Forest
151,6,35.030269622802734,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_2481.tif,PermanentCrop
152,4,39.293885231018066,2,False,True,True,data/EuroSAT_MS/Industrial/Industrial_2290.tif,Industrial
153,0,31.655457615852356,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_2643.tif,AnnualCrop
154,3,16.001693904399872,6,False,False,True,data/EuroSAT_MS/Highway/Highway_1596.tif,Highway
155,2,60.013824701309204,2,False,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2645.tif,HerbaceousVegetation
156,7,16.118323802947998,2,False,True,True,data/EuroSAT_MS/Residential/Residential_985.tif,Residential
157,5,57.291799783706665,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_106.tif,Pasture
158,8,48.82846474647522,1,True,True,True,data/EuroSAT_MS/River/River_2077.tif,River
159,6,26.092496514320374,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_984.tif,PermanentCrop
160,8,48.43212366104126,1,True,True,True,data/EuroSAT_MS/River/River_52.tif,River
161,3,31.352251768112183,1,True,True,True,data/EuroSAT_MS/Highway/Highway_1115.tif,Highway
162,2,29.612818360328674,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_51.tif,HerbaceousVegetation
163,4,15.98595529794693,2,False,True,True,data/EuroSAT_MS/Industrial/Industrial_1139.tif,Industrial
164,2,30.336108803749084,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_703.tif,HerbaceousVegetation
165,6,38.91916275024414,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_1114.tif,PermanentCrop
166,9,93.8279390335083,1,True,True,True,data/EuroSAT_MS/SeaLake/SeaLake_1892.tif,SeaLake
167,7,38.55801820755005,3,False,True,True,data/EuroSAT_MS/Residential/Residential_730.tif,Residential
168,6,33.76381993293762,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_919.tif,PermanentCrop
169,4,16.164502501487732,2,False,True,True,data/EuroSAT_MS/Industrial/Industrial_882.tif,Industrial
170,8,55.8695912361145,1,True,True,True,data/EuroSAT_MS/River/River_740.tif,River
171,7,42.5491988658905,1,True,True,True,data/EuroSAT_MS/Residential/Residential_719.tif,Residential
172,3,17.708896100521088,1,True,True,True,data/EuroSAT_MS/Highway/Highway_1064.tif,Highway
173,5,49.822765588760376,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_1241.tif,Pasture
174,4,25.380083918571472,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_1147.tif,Industrial
175,3,14.942237734794617,4,False,True,True,data/EuroSAT_MS/Highway/Highway_2037.tif,Highway
176,7,52.3877739906311,1,True,True,True,data/EuroSAT_MS/Residential/Residential_54.tif,Residential
177,5,40.89840054512024,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_530.tif,Pasture
178,0,53.25743556022644,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_2577.tif,AnnualCrop
179,9,11.70542687177658,3,False,True,True,data/EuroSAT_MS/SeaLake/SeaLake_638.tif,SeaLake
180,2,25.528615713119507,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_994.tif,HerbaceousVegetation
181,4,12.272979319095612,5,False,True,True,data/EuroSAT_MS/Industrial/Industrial_807.tif,Industrial
182,5,51.050132513046265,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_1927.tif,Pasture
183,2,51.331931352615356,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_373.tif,HerbaceousVegetation
184,4,24.697084724903107,3,False,True,True,data/EuroSAT_MS/Industrial/Industrial_1700.tif,Industrial
185,0,46.631354093551636,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_487.tif,AnnualCrop
186,0,24.779434502124786,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_815.tif,AnnualCrop
187,6,35.912519693374634,2,False,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_1151.tif,PermanentCrop
188,7,77.00978517532349,1,True,True,True,data/EuroSAT_MS/Residential/Residential_2374.tif,Residential
189,4,43.473076820373535,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_1993.tif,Industrial
190,5,16.32835417985916,5,False,True,True,data/EuroSAT_MS/Pasture/Pasture_1204.tif,Pasture
191,7,71.97853922843933,1,True,True,True,data/EuroSAT_MS/Residential/Residential_372.tif,Residential
192,8,50.532710552215576,1,True,True,True,data/EuroSAT_MS/River/River_295.tif,River
193,3,20.60791105031967,2,False,True,True,data/EuroSAT_MS/Highway/Highway_176.tif,Highway
194,0,18.18898320198059,2,False,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_181.tif,AnnualCrop
195,0,13.767148554325104,3,False,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_1890.tif,AnnualCrop
196,4,33.15666913986206,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_522.tif,Industrial
197,9,89.1567587852478,1,True,True,True,data/EuroSAT_MS/SeaLake/SeaLake_1116.tif,SeaLake
198,3,30.53334355354309,1,True,True,True,data/EuroSAT_MS/Highway/Highway_1070.tif,Highway
199,6,20.370875298976898,4,False,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_1247.tif,PermanentCrop
200,3,28.524699807167053,1,True,True,True,data/EuroSAT_MS/Highway/Highway_1823.tif,Highway
201,7,24.516116082668304,1,True,True,True,data/EuroSAT_MS/Residential/Residential_964.tif,Residential
202,7,61.56930923461914,1,True,True,True,data/EuroSAT_MS/Residential/Residential_893.tif,Residential
203,1,85.12960076332092,1,True,True,True,data/EuroSAT_MS/Forest/Forest_1204.tif,Forest
204,0,31.432145833969116,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_242.tif,AnnualCrop
205,8,13.277162611484528,34,False,False,False,data/EuroSAT_MS/River/River_2018.tif,River
206,2,59.36974883079529,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_649.tif,HerbaceousVegetation
207,6,35.094135999679565,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_1881.tif,PermanentCrop
208,4,32.613131403923035,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_1627.tif,Industrial
209,7,44.878992438316345,1,True,True,True,data/EuroSAT_MS/Residential/Residential_1661.tif,Residential
210,1,88.18941116333008,1,True,True,True,data/EuroSAT_MS/Forest/Forest_2322.tif,Forest
211,4,31.077876687049866,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_2171.tif,Industrial
212,1,79.90127801895142,1,True,True,True,data/EuroSAT_MS/Forest/Forest_2454.tif,Forest
213,7,40.798354148864746,1,True,True,True,data/EuroSAT_MS/Residential/Residential_2560.tif,Residential
214,3,12.571585178375244,1,True,True,True,data/EuroSAT_MS/Highway/Highway_269.tif,Highway
215,0,26.44941508769989,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_1371.tif,AnnualCrop
216,7,14.42677229642868,1,True,True,True,data/EuroSAT_MS/Residential/Residential_826.tif,Residential
217,8,16.891202330589294,3,False,True,True,data/EuroSAT_MS/River/River_1813.tif,River
218,1,88.51011395454407,1,True,True,True,data/EuroSAT_MS/Forest/Forest_709.tif,Forest
219,8,28.361544013023376,2,False,True,True,data/EuroSAT_MS/River/River_143.tif,River
220,5,42.35145151615143,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_738.tif,Pasture
221,5,45.7535058259964,2,False,True,True,data/EuroSAT_MS/Pasture/Pasture_1063.tif,Pasture
222,0,53.39595675468445,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_620.tif,AnnualCrop
223,5,36.58290207386017,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_1092.tif,Pasture
224,2,34.429931640625,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2880.tif,HerbaceousVegetation
225,3,30.14633059501648,4,False,True,True,data/EuroSAT_MS/Highway/Highway_566.tif,Highway
226,7,68.64308714866638,1,True,True,True,data/EuroSAT_MS/Residential/Residential_2940.tif,Residential
227,5,48.55457246303558,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_355.tif,Pasture
228,0,30.348101258277893,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_961.tif,AnnualCrop
229,0,56.35977387428284,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_2108.tif,AnnualCrop
230,5,55.1710307598114,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_1591.tif,Pasture
231,7,62.36366629600525,1,True,True,True,data/EuroSAT_MS/Residential/Residential_1127.tif,Residential
232,1,58.6981475353241,1,True,True,True,data/EuroSAT_MS/Forest/Forest_831.tif,Forest
233,3,21.482279896736145,3,False,True,True,data/EuroSAT_MS/Highway/Highway_1009.tif,Highway
234,3,21.322979032993317,1,True,True,True,data/EuroSAT_MS/Highway/Highway_1263.tif,Highway
235,6,37.91044056415558,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_643.tif,PermanentCrop
236,0,45.77400088310242,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_534.tif,AnnualCrop
237,2,38.57533931732178,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_277.tif,HerbaceousVegetation
238,7,32.2104811668396,1,True,True,True,data/EuroSAT_MS/Residential/Residential_2320.tif,Residential
239,7,68.64864230155945,1,True,True,True,data/EuroSAT_MS/Residential/Residential_1584.tif,Residential
240,4,30.2474707365036,2,False,True,True,data/EuroSAT_MS/Industrial/Industrial_1161.tif,Industrial
241,9,30.79635500907898,1,True,True,True,data/EuroSAT_MS/SeaLake/SeaLake_1091.tif,SeaLake
242,4,14.54821228981018,1,True,True,True,data/EuroSAT_MS/Industrial/Industrial_2411.tif,Industrial
243,0,63.93780708312988,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_1928.tif,AnnualCrop
244,5,51.81536674499512,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_121.tif,Pasture
245,6,24.946796894073486,2,False,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_2299.tif,PermanentCrop
246,2,39.6227240562439,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1897.tif,HerbaceousVegetation
247,8,28.470084071159363,1,True,True,True,data/EuroSAT_MS/River/River_684.tif,River
248,0,30.7498961687088,1,True,True,True,data/EuroSAT_MS/AnnualCrop/AnnualCrop_2163.tif,AnnualCrop
249,2,24.12770539522171,1,True,True,True,data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2872.tif,HerbaceousVegetation
250,9,6.605198234319687,121,False,False,False,data/EuroSAT_MS/SeaLake/SeaLake_1180.tif,SeaLake
251,6,34.00105535984039,1,True,True,True,data/EuroSAT_MS/PermanentCrop/PermanentCrop_142.tif,PermanentCrop
252,5,28.342410922050476,1,True,True,True,data/EuroSAT_MS/Pasture/Pasture_1794.tif,Pasture
253,1,59.469032287597656,1,True,True,True,data/EuroSAT_MS/Forest/Forest_1192.tif,Forest
