query_index,query_label,top1_gallery_index,top1_gallery_label,top1_score,AP_percent,first_hit_rank,hit@1,hit@5,hit@10,path,label_name,alpha
43,8,1442,8,0.9670360088348389,29.136154055595398,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/River/River_482.tif,River,0.3
44,6,1189,6,0.9563850164413452,34.218284487724304,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/PermanentCrop/PermanentCrop_1829.tif,PermanentCrop,0.3
45,9,1325,9,0.9998307228088379,84.09630060195923,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/SeaLake/SeaLake_1082.tif,SeaLake,0.3
46,5,377,1,0.9892606735229492,14.554263651371002,2,False,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/Pasture/Pasture_395.tif,Pasture,0.3
47,2,1437,2,0.9801440238952637,33.08040499687195,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1009.tif,HerbaceousVegetation,0.3
48,8,88,8,0.9681466817855835,20.157553255558014,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/River/River_1662.tif,River,0.3
49,4,1805,4,0.9625380039215088,62.93038725852966,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/Industrial/Industrial_1060.tif,Industrial,0.3
50,1,2347,1,0.9963315725326538,85.43254733085632,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/Forest/Forest_839.tif,Forest,0.3
51,2,1234,2,0.9866299629211426,66.51434898376465,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2670.tif,HerbaceousVegetation,0.3
52,2,536,2,0.9902552366256714,70.8167314529419,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_729.tif,HerbaceousVegetation,0.3
53,4,1153,4,0.9605996608734131,40.623968839645386,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/Industrial/Industrial_2383.tif,Industrial,0.3
54,1,1248,5,0.9835296869277954,40.60139060020447,2,False,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/Forest/Forest_250.tif,Forest,0.3
55,0,162,0,0.9701318740844727,72.7496862411499,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/AnnualCrop/AnnualCrop_951.tif,AnnualCrop,0.3
56,2,1507,2,0.9795950651168823,32.58451521396637,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2344.tif,HerbaceousVegetation,0.3
57,5,1335,5,0.9779035449028015,27.16861367225647,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/Pasture/Pasture_1592.tif,Pasture,0.3
58,5,368,2,0.982208251953125,22.209644317626953,2,False,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/Pasture/Pasture_634.tif,Pasture,0.3
59,5,2618,5,0.9809273481369019,23.63501489162445,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/Pasture/Pasture_129.tif,Pasture,0.3
60,2,246,8,0.9719436168670654,29.64533567428589,2,False,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_820.tif,HerbaceousVegetation,0.3
61,9,1344,9,0.9911534786224365,91.19592308998108,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/SeaLake/SeaLake_1461.tif,SeaLake,0.3
62,4,1559,4,0.9586217403411865,80.43912649154663,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/Industrial/Industrial_2268.tif,Industrial,0.3
63,5,1740,8,0.9830808043479919,14.95564877986908,2,False,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/Pasture/Pasture_755.tif,Pasture,0.3
64,6,2337,6,0.9544362425804138,35.51470339298248,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/PermanentCrop/PermanentCrop_2204.tif,PermanentCrop,0.3
65,6,2673,6,0.9736695289611816,24.464379251003265,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/PermanentCrop/PermanentCrop_487.tif,PermanentCrop,0.3
66,8,190,8,0.9487162828445435,28.562262654304504,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/River/River_1430.tif,River,0.3
67,2,2121,2,0.9767873287200928,37.60003745555878,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1051.tif,HerbaceousVegetation,0.3
68,7,2232,7,0.9840884208679199,30.647239089012146,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/Residential/Residential_791.tif,Residential,0.3
69,1,579,1,0.9950207471847534,84.98584032058716,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/Forest/Forest_2824.tif,Forest,0.3
70,3,1435,5,0.9785377383232117,12.360793352127075,2,False,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/Highway/Highway_358.tif,Highway,0.3
71,3,637,8,0.9687937498092651,18.314719200134277,5,False,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/Highway/Highway_1707.tif,Highway,0.3
72,3,70,3,0.9734722971916199,18.173976242542267,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/Highway/Highway_428.tif,Highway,0.3
73,1,119,2,0.9822348356246948,22.889289259910583,13,False,False,False,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/Forest/Forest_1407.tif,Forest,0.3
74,0,1584,0,0.9685980081558228,56.167471408843994,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/AnnualCrop/AnnualCrop_1936.tif,AnnualCrop,0.3
75,8,2627,8,0.9808965921401978,30.429357290267944,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/River/River_457.tif,River,0.3
76,4,1153,4,0.9654495716094971,47.33607769012451,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/Industrial/Industrial_325.tif,Industrial,0.3
77,1,2656,1,0.9949079751968384,83.45611691474915,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/Forest/Forest_2742.tif,Forest,0.3
78,2,2384,2,0.9841550588607788,37.810832262039185,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1869.tif,HerbaceousVegetation,0.3
79,3,410,3,0.96784508228302,17.14809685945511,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/Highway/Highway_1437.tif,Highway,0.3
80,1,1290,1,0.9941617250442505,87.55719065666199,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/Forest/Forest_2714.tif,Forest,0.3
81,3,1151,2,0.9774664640426636,12.751452624797821,12,False,False,False,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/Highway/Highway_1185.tif,Highway,0.3
82,7,1338,7,0.9793053269386292,62.70282864570618,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/Residential/Residential_2401.tif,Residential,0.3
83,5,1778,0,0.9577969908714294,9.518732875585556,18,False,False,False,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/Pasture/Pasture_854.tif,Pasture,0.3
84,5,1216,5,0.9809474945068359,42.10689067840576,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/Pasture/Pasture_1313.tif,Pasture,0.3
85,9,2292,8,0.9540096521377563,8.601438254117966,12,False,False,False,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/SeaLake/SeaLake_1290.tif,SeaLake,0.3
86,1,157,1,0.9954944849014282,83.95495414733887,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/Forest/Forest_1230.tif,Forest,0.3
87,0,864,0,0.9657925367355347,66.49354100227356,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/AnnualCrop/AnnualCrop_1358.tif,AnnualCrop,0.3
88,2,2597,2,0.976699709892273,31.8535715341568,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_2857.tif,HerbaceousVegetation,0.3
89,0,834,0,0.9667613506317139,72.22209572792053,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/AnnualCrop/AnnualCrop_719.tif,AnnualCrop,0.3
90,9,738,9,0.99757981300354,83.87199640274048,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/SeaLake/SeaLake_1913.tif,SeaLake,0.3
91,7,1014,7,0.9825343489646912,63.598233461380005,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/Residential/Residential_1351.tif,Residential,0.3
92,1,767,1,0.9944945573806763,89.3453598022461,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/Forest/Forest_537.tif,Forest,0.3
93,7,364,7,0.9781008958816528,32.262563705444336,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/Residential/Residential_1537.tif,Residential,0.3
94,7,1504,7,0.9758625030517578,61.917006969451904,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/Residential/Residential_548.tif,Residential,0.3
95,8,2547,3,0.9381864070892334,9.86369103193283,13,False,False,False,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/River/River_1622.tif,River,0.3
96,6,255,0,0.9629121422767639,11.677510291337967,5,False,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/PermanentCrop/PermanentCrop_2245.tif,PermanentCrop,0.3
97,7,1827,7,0.9632906913757324,60.57051420211792,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/Residential/Residential_2207.tif,Residential,0.3
98,4,1277,4,0.9655629396438599,56.70592784881592,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/Industrial/Industrial_2285.tif,Industrial,0.3
99,7,639,7,0.9427933692932129,43.502938747406006,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/Residential/Residential_643.tif,Residential,0.3
100,1,1144,1,0.9871916770935059,84.25004482269287,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/Forest/Forest_1417.tif,Forest,0.3
101,3,1161,2,0.9661434888839722,11.785148829221725,12,False,False,False,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/Highway/Highway_2373.tif,Highway,0.3
102,0,1893,5,0.9678783416748047,19.76688504219055,2,False,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/AnnualCrop/AnnualCrop_668.tif,AnnualCrop,0.3
103,1,1769,1,0.9941825866699219,87.069571018219,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/Forest/Forest_623.tif,Forest,0.3
104,9,1467,9,0.9888737797737122,84.09116864204407,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/SeaLake/SeaLake_467.tif,SeaLake,0.3
105,4,1953,4,0.9541796445846558,62.87795305252075,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/Industrial/Industrial_110.tif,Industrial,0.3
106,5,928,5,0.9704848527908325,26.576751470565796,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/Pasture/Pasture_1777.tif,Pasture,0.3
107,8,1799,8,0.9610532522201538,21.178363263607025,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/River/River_552.tif,River,0.3
108,2,1840,2,0.9889360666275024,68.85738372802734,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_1106.tif,HerbaceousVegetation,0.3
109,0,554,0,0.9694620966911316,47.052204608917236,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/AnnualCrop/AnnualCrop_2689.tif,AnnualCrop,0.3
110,5,1306,3,0.9657515287399292,17.856979370117188,3,False,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/Pasture/Pasture_1019.tif,Pasture,0.3
111,7,2617,7,0.9622467756271362,58.72371196746826,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/Residential/Residential_1981.tif,Residential,0.3
112,1,2514,1,0.9911026954650879,89.73400592803955,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/Forest/Forest_566.tif,Forest,0.3
113,7,1543,7,0.9733346700668335,61.38017177581787,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/Residential/Residential_664.tif,Residential,0.3
114,0,575,0,0.9763177633285522,73.98278713226318,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/AnnualCrop/AnnualCrop_2747.tif,AnnualCrop,0.3
115,1,2330,1,0.9953078031539917,89.82003927230835,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/Forest/Forest_1772.tif,Forest,0.3
116,9,2133,9,0.9930999875068665,81.92809224128723,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/SeaLake/SeaLake_1853.tif,SeaLake,0.3
117,0,2497,0,0.9707513451576233,25.11551082134247,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/AnnualCrop/AnnualCrop_2424.tif,AnnualCrop,0.3
118,1,1159,1,0.988868772983551,63.16292881965637,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/Forest/Forest_1636.tif,Forest,0.3
119,7,1852,7,0.9574241638183594,23.335283994674683,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/Residential/Residential_956.tif,Residential,0.3
120,2,1980,2,0.9882716536521912,63.06407451629639,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/HerbaceousVegetation/HerbaceousVegetation_334.tif,HerbaceousVegetation,0.3
121,4,1559,4,0.9611556529998779,80.27099370956421,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/Industrial/Industrial_239.tif,Industrial,0.3
122,6,390,6,0.9689488410949707,30.534791946411133,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/PermanentCrop/PermanentCrop_49.tif,PermanentCrop,0.3
123,0,1397,0,0.9704362750053406,30.56095242500305,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/AnnualCrop/AnnualCrop_1822.tif,AnnualCrop,0.3
124,8,1115,3,0.975218653678894,28.525906801223755,4,False,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/River/River_2428.tif,River,0.3
125,6,265,6,0.962989091873169,21.376855671405792,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/PermanentCrop/PermanentCrop_261.tif,PermanentCrop,0.3
126,0,1708,5,0.9779722690582275,30.632370710372925,3,False,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/AnnualCrop/AnnualCrop_1129.tif,AnnualCrop,0.3
127,8,88,8,0.9725583791732788,33.41759145259857,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/River/River_1689.tif,River,0.3
128,7,1464,7,0.9659560918807983,63.51692080497742,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/Residential/Residential_2477.tif,Residential,0.3
129,3,455,8,0.9715275168418884,19.127357006072998,3,False,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/Highway/Highway_1077.tif,Highway,0.3
130,8,1115,3,0.9678876399993896,28.875243663787842,3,False,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/River/River_1641.tif,River,0.3
131,5,353,5,0.9777389764785767,31.3983291387558,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/Pasture/Pasture_815.tif,Pasture,0.3
132,8,751,8,0.9764734506607056,29.72916066646576,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/River/River_230.tif,River,0.3
133,5,2541,5,0.983589768409729,23.72894287109375,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/Pasture/Pasture_372.tif,Pasture,0.3
134,8,2057,3,0.9808180332183838,23.48896563053131,5,False,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/River/River_299.tif,River,0.3
135,4,2577,4,0.9576667547225952,78.38454842567444,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/Industrial/Industrial_1597.tif,Industrial,0.3
136,8,2030,5,0.9570869207382202,25.129392743110657,3,False,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/River/River_328.tif,River,0.3
137,1,2385,1,0.9937120079994202,88.01531791687012,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/Forest/Forest_842.tif,Forest,0.3
138,6,920,6,0.9615086317062378,24.9586284160614,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/PermanentCrop/PermanentCrop_2400.tif,PermanentCrop,0.3
139,8,751,8,0.9838532209396362,33.22068750858307,1,True,True,True,/Users/tienesng06/Desktop/ACIVS_ThayBach/data/EuroSAT_MS/River/River_1049.tif,River,0.3
